age,industry,title,annual_salary,bonus_salary,currency,country,state,city,overall_experience,field_experience,education,gender,fixed_country,exchange_rate,annual_salary_usd,bonus_salary_usd,total_salary_usd
25-34,"Marketing, Advertising & PR",Manager of Technical Editing,86250.0,0.0,USD,United States,Washington,Seattle,8 - 10 years,5-7 years,College degree,Woman,united states,1.0,86250.0,0.0,86250.0
25-34,"Accounting, Banking & Finance",Team manager ,19500.0,1900.0,GBP,England ,,Coventry ,8 - 10 years,2 - 4 years,Some college,Woman,united kingdom,1.19112,23226.84,2263.1279999999997,25489.968
35-44,,QA manager,35500.0,0.0,GBP,England,,Skipton,11 - 20 years,11 - 20 years,College degree,Woman,united kingdom,1.19112,42284.76,0.0,42284.76
25-34,Health care,Paramedic,53884.0,5000.0,USD,UK,,Norwich,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,united kingdom,1.0,53884.0,5000.0,58884.0
35-44,Government and Public Administration,Executive Director,180000.0,24000.0,USD,USA,Texas,Midland,11 - 20 years,5-7 years,College degree,Woman,united states,1.0,180000.0,24000.0,204000.0
25-34,Academia,Post Doc,16000.0,0.0,EUR,Italy,,Teramo,2 - 4 years,2 - 4 years,PhD,Woman,italy,1.03929,16628.64,0.0,16628.64
45-54,Government and Public Administration,Program Technician ,45000.0,3000.0,USD,USA,California,Sacramento,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,45000.0,3000.0,48000.0
25-34,Transport or Logistics,Station manager,38000.0,0.0,GBP,England,,London,11 - 20 years,2 - 4 years,High School,Woman,united kingdom,1.19112,45262.56,0.0,45262.56
25-34,Law,Senior Counsel ,165000.0,20000.0,USD,United States ,California,Los Angeles ,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,united states,1.0,165000.0,20000.0,185000.0
35-44,Health care,Director of Operations,91000.0,0.0,GBP,UK,,Southampton ,11 - 20 years,11 - 20 years,Master's degree,Woman,united kingdom,1.19112,108391.92,0.0,108391.92
25-34,Education (Primary/Secondary),Assistant Headteacher ,48396.0,0.0,GBP,UK,,Coventry,11 - 20 years,8 - 10 years,Master's degree,Woman,united kingdom,1.19112,57645.44352,0.0,57645.44352
35-44,Law,Paralegal,57000.0,0.0,USD,United States,Oklahoma,Tulsa,11 - 20 years,8 - 10 years,College degree,Woman,united states,1.0,57000.0,0.0,0.0
25-34,Education (Primary/Secondary),Teacher,36961.0,0.0,GBP,England,,Buckinghamshire ,5-7 years,5-7 years,College degree,Woman,united kingdom,1.19112,44024.986319999996,0.0,44024.986319999996
55-64,Law,HR Director,85500.0,2500.0,USD,United States,Texas,Dallas,31 - 40 years,5-7 years,Some college,Woman,united states,1.0,85500.0,2500.0,88000.0
45-54,Social Work,Manager,90000.0,0.0,AUD,Australia ,,Gympie ,21 - 30 years,2 - 4 years,Master's degree,Woman,australia,0.671307,60417.63,0.0,60417.63
35-44,Media & Digital,Sales Analyst,60000.0,0.0,AUD,Australia,,Sydney,11 - 20 years,5-7 years,College degree,Woman,australia,0.671307,40278.42,0.0,40278.42
18-24,Computing or Tech,Software Engineer,155000.0,105000.0,USD,US,California,Mountain View,2 - 4 years,2 - 4 years,College degree,Man,united states,1.0,155000.0,105000.0,260000.0
55-64,Nonprofits,CEO,250000.0,12000.0,CAD,Canada,,Toronto Ontario,31 - 40 years,11 - 20 years,Master's degree,Woman,canada,0.750496,187624.0,9005.952000000001,196629.95200000002
35-44,Computing or Tech,Senior Product Manager,90000.0,50000.0,EUR,Ireland,,Dublin,11 - 20 years,21 - 30 years,College degree,Woman,ireland,1.03929,93536.1,51964.5,145500.6
35-44,Computing or Tech,Senior Manager Service Delivery,75000.0,0.0,GBP,UK,,Basingstoke ,11 - 20 years,5-7 years,College degree,Woman,united kingdom,1.19112,89334.0,0.0,0.0
35-44,"Accounting, Banking & Finance",Project Manager ,52000.0,0.0,GBP,UK,,Leeds,11 - 20 years,11 - 20 years,College degree,Woman,united kingdom,1.19112,61938.24,0.0,0.0
18-24,Engineering or Manufacturing,Graduate Chemical Engineer,30000.0,2000.0,GBP,UK,,Chirk,2 - 4 years,2 - 4 years,Master's degree,Woman,united kingdom,1.19112,35733.6,2382.24,38115.84
25-34,Health care,Reception Team Leader,65000.0,0.0,AUD,New Zealand ,,"Lower Hutt, Wellington",8 - 10 years,1 year or less,High School,Woman,new zealand,0.671307,43634.955,0.0,0.0
25-34,Government and Public Administration,Parenting support worker,21500.0,0.0,GBP,Wales (UK),,Swansea,5-7 years,2 - 4 years,High School,Woman,united kingdom,1.19112,25609.079999999998,0.0,0.0
18-24,Government and Public Administration,Policy Advisor,31500.0,0.0,GBP,UK,,Leeds,1 year or less,1 year or less,College degree,Woman,united kingdom,1.19112,37520.28,0.0,0.0
35-44,Retail,VP Finance and Accounting ,190000.0,25000.0,USD,USA,New York,NYC,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,190000.0,25000.0,215000.0
25-34,Computing or Tech,Engineering Manager,99000.0,2000.0,EUR,Germany,,Munich,8 - 10 years,5-7 years,PhD,Man,germany,1.03929,102889.71,2078.58,104968.29000000001
35-44,Law,Diversity & Inclusion Manager,140000.0,10000.0,USD,US,Illinois,Chicago,11 - 20 years,5-7 years,College degree,Woman,united states,1.0,140000.0,10000.0,150000.0
35-44,Computing or Tech,Data Architect ,97000.0,23000.0,GBP,United Kingdom ,,London,11 - 20 years,11 - 20 years,College degree,Man,united kingdom,1.19112,115538.64,27395.76,142934.4
25-34,Media & Digital,Director of research,60000.0,12000.0,USD,United States,Florida,Jacksonville ,11 - 20 years,8 - 10 years,College degree,Woman,united states,1.0,60000.0,12000.0,72000.0
25-34,Nonprofits,Office & Finance Assistant,27412.0,0.0,GBP,UK,,London,8 - 10 years,5-7 years,College degree,Woman,united kingdom,1.19112,32650.98144,0.0,0.0
35-44,Insurance,Actuarial analyst,22000.0,0.0,GBP,Uk,,Edinburgh (Scotland),11 - 20 years,2 - 4 years,Some college,Woman,united kingdom,1.19112,26204.64,0.0,26204.64
25-34,Education (Primary/Secondary),Teacher,46000.0,0.0,USD,United States,Florida,Bradenton,11 - 20 years,11 - 20 years,College degree,Man,united states,1.0,46000.0,0.0,46000.0
35-44,Media & Digital,Journalist,76000.0,0.0,AUD,Australia,,Adelaide,11 - 20 years,11 - 20 years,Master's degree,Woman,australia,0.671307,51019.332,0.0,0.0
25-34,Engineering or Manufacturing,Project engineer,133000.0,20000.0,AUD,Australia ,,Singleton,2 - 4 years,2 - 4 years,College degree,Man,australia,0.671307,89283.83099999999,13426.14,102709.971
25-34,Engineering or Manufacturing,Product Team Lead,127000.0,4000.0,USD,US,New Mexico,Albuquerque ,5-7 years,5-7 years,Master's degree,Woman,united states,1.0,127000.0,4000.0,131000.0
35-44,Insurance,Risk Analyst,26700.0,1500.0,GBP,UK,,Birmingham,8 - 10 years,5-7 years,College degree,Woman,united kingdom,1.19112,31802.904,1786.6799999999998,33589.583999999995
25-34,Public library ,Librarian 1,54000.0,0.0,USD,United States ,New York,Delmar ,5-7 years,2 - 4 years,Master's degree,Woman,united states,1.0,54000.0,0.0,54000.0
45-54,"Accounting, Banking & Finance",Staff Accountant,64000.0,0.0,USD,USA,New York,Rochester,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,64000.0,0.0,64000.0
35-44,Computing or Tech,Client Relationship Manger / Client Success Coach,57000.0,0.0,USD,USA,Nebraska,Omaha,21 - 30 years,11 - 20 years,College degree,Woman,united states,1.0,57000.0,0.0,57000.0
25-34,Fast Food,Certified Trainer,29120.0,0.0,USD,United States,Ohio,Grove City,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,29120.0,0.0,0.0
25-34,"Accounting, Banking & Finance",Assistant Branch Manager,48495.0,2500.0,USD,United States,Massachusetts,Worcester,5-7 years,2 - 4 years,College degree,Woman,united states,1.0,48495.0,2500.0,50995.0
35-44,Nonprofits,Director of Programming ,120000.0,0.0,USD,U.S.,New York,New York,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,120000.0,0.0,120000.0
35-44,Education (Primary/Secondary),Library Media Specialist,52000.0,0.0,USD,USA,New Hampshire,Cheshire County,11 - 20 years,5-7 years,Master's degree,Woman,united states,1.0,52000.0,0.0,0.0
25-34,Insurance,Assistant director ,132000.0,15000.0,USD,Usa,"Indiana, Massachusetts","I left Boston for Indiana, so get a Boston salary in south bend ",8 - 10 years,8 - 10 years,Master's degree,Woman,united states,1.0,132000.0,15000.0,147000.0
18-24,Nonprofits,Client Relations Coordinator,42500.0,0.0,USD,United States,Maryland,Silver Spring,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,42500.0,0.0,42500.0
25-34,Transport or Logistics,Planner,27000.0,0.0,GBP,Uk,,Manchester ,11 - 20 years,2 - 4 years,Some college,Woman,united kingdom,1.19112,32160.239999999998,0.0,0.0
45-54,Property or Construction,Assistant Project Manager,60000.0,500.0,EUR,Ireland,,Dublin,11 - 20 years,2 - 4 years,College degree,Woman,ireland,1.03929,62357.4,519.645,62877.045000000006
45-54,"Accounting, Banking & Finance",Consultant,112000.0,0.0,AUD,New Zealand,,Auckland,21 - 30 years,21 - 30 years,Master's degree,Woman,new zealand,0.671307,75186.384,0.0,0.0
25-34,"Marketing, Advertising & PR",Senior Editor,90000.0,15000.0,USD,USA,New York,NYC,11 - 20 years,2 - 4 years,PhD,Woman,united states,1.0,90000.0,15000.0,105000.0
25-34,Hospitality & Events,Guest Service Manager,23920.0,0.0,GBP,Scotland,,Glasgow,11 - 20 years,8 - 10 years,College degree,Woman,united kingdom,1.19112,28491.590399999997,0.0,0.0
18-24,Childcare (0-5 so does not come under Primary education),Apprentice Early Years Assistant,19760.0,0.0,GBP,UK,,nr. London,1 year or less,1 year or less,College degree,Woman,united kingdom,1.19112,23536.531199999998,0.0,0.0
35-44,Government and Public Administration,Senior Executive ,199800.0,0.0,AUD,Australia,,Canberra,11 - 20 years,11 - 20 years,Master's degree,Woman,australia,0.671307,134127.1386,0.0,134127.1386
35-44,Business or Consulting,Account Manager,72500.0,0.0,USD,Usa,Illinois,Bannockburn,11 - 20 years,8 - 10 years,College degree,Woman,united states,1.0,72500.0,0.0,72500.0
25-34,Health care,Life Sciences,135000.0,1800.0,USD,Usa,Maryland,,8 - 10 years,5-7 years,Master's degree,Woman,united states,1.0,135000.0,1800.0,136800.0
45-54,,Account management0,52000.0,9000.0,USD,Usa,Illinois,Libertyville,5-7 years,5-7 years,Some college,Woman,united states,1.0,52000.0,9000.0,61000.0
18-24,"Marketing, Advertising & PR",Internet Marketing Specialist ,42000.0,700.0,USD,United states,Pennsylvania,"Lancaster, Pa",2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,42000.0,700.0,42700.0
35-44,Nonprofits,Marketing Coordinator ,42000.0,0.0,USD,US,California,San Diego,11 - 20 years,2 - 4 years,College degree,Woman,united states,1.0,42000.0,0.0,0.0
25-34,Entertainment,Dancer,13000.0,0.0,EUR,Germany,,Berlin,11 - 20 years,11 - 20 years,Master's degree,Woman,germany,1.03929,13510.77,0.0,13510.77
45-54,Hospitality & Events,Lead Purchasing Agent,39249.0,1000.0,USD,United States,Tennessee,Crossville,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,39249.0,1000.0,40249.0
25-34,Engineering or Manufacturing,Project Coordinator,67500.0,2000.0,USD,United States,Pennsylvania,Royersford,5-7 years,2 - 4 years,College degree,Woman,united states,1.0,67500.0,2000.0,69500.0
35-44,Computing or Tech, Vendor Manager,125000.0,25000.0,USD,US,New Jersey,Ridgefield Park,21 - 30 years,11 - 20 years,Master's degree,Woman,united states,1.0,125000.0,25000.0,150000.0
45-54,Education (Higher Education),Associate professor ,50000.0,0.0,GBP,United Kingdom,,London,21 - 30 years,11 - 20 years,PhD,Woman,united kingdom,1.19112,59556.0,0.0,59556.0
25-34,Hospitality & Events,Accounts Payable Manager,100000.0,1500.0,USD,United States of America,Virginia,Skip,8 - 10 years,8 - 10 years,College degree,Woman,united states,1.0,100000.0,1500.0,101500.0
45-54,Computing or Tech,Senior software developer ,86000.0,0.0,GBP,Isle of Man,,Douglas,21 - 30 years,21 - 30 years,College degree,Woman,united states,1.19112,102436.31999999999,0.0,0.0
25-34,Engineering or Manufacturing,Senior Software Engineer,147000.0,0.0,USD,United States,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,147000.0,0.0,147000.0
25-34,"Accounting, Banking & Finance",Associate,77000.0,0.0,AUD,Australia,,Brisbane,8 - 10 years,5-7 years,College degree,Woman,australia,0.671307,51690.638999999996,0.0,51690.638999999996
35-44,"Marketing, Advertising & PR",Marketing Content Writer,52000.0,0.0,USD,United States,Texas,Houston,2 - 4 years,2 - 4 years,Master's degree,Woman,united states,1.0,52000.0,0.0,0.0
25-34,Computing or Tech,Senior Software Engineer ,45000.0,5000.0,GBP,UK,,Edinburgh ,2 - 4 years,2 - 4 years,Master's degree,Man,united kingdom,1.19112,53600.4,5955.599999999999,59556.0
25-34,Law,Events Coordinator ,50000.0,0.0,CAD,Canada,,Halifax,8 - 10 years,2 - 4 years,College degree,Woman,canada,0.750496,37524.8,0.0,0.0
45-54,Education (Higher Education),Department Administrator,153000.0,7500.0,USD,United States,Michigan,Ann Arbor,21 - 30 years,11 - 20 years,Master's degree,Woman,united states,1.0,153000.0,7500.0,160500.0
35-44,Engineering or Manufacturing,Document control coordinator,58000.0,5000.0,USD,Us,Iowa,Ankeny,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,58000.0,5000.0,63000.0
35-44,Engineering or Manufacturing,Quality Assurance Manager,130000.0,10000.0,USD,United States,Minnesota,Eden Prairie,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,130000.0,10000.0,140000.0
25-34,Business or Consulting,Senior Manager,86000.0,7000.0,GBP,UK,,London,5-7 years,5-7 years,College degree,Woman,united kingdom,1.19112,102436.31999999999,8337.84,110774.15999999999
35-44,"Accounting, Banking & Finance",Vp,160000.0,350000.0,USD,US,New Jersey,Jersey City,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,160000.0,350000.0,510000.0
25-34,Education (Higher Education),Research compliance manager,70000.0,0.0,USD,US,Rhode Island,Providence ,2 - 4 years,2 - 4 years,PhD,Woman,united states,1.0,70000.0,0.0,70000.0
25-34,Education (Primary/Secondary),Social worker,47500.0,0.0,USD,US,Missouri,St. Louis,5-7 years,1 year or less,Master's degree,Woman,united states,1.0,47500.0,0.0,0.0
35-44,Social Work,Specialist Support Worker,25000.0,0.0,GBP,England,,Portsmouth,21 - 30 years,11 - 20 years,College degree,Woman,united kingdom,1.19112,29778.0,0.0,29778.0
25-34,"Accounting, Banking & Finance",Associate,98000.0,3000.0,AUD,Australia,,Melbourne,5-7 years,5-7 years,College degree,Woman,australia,0.671307,65788.086,2013.921,67802.007
35-44,Health care,Office Manager ,26000.0,0.0,GBP,England,,Lincoln,11 - 20 years,2 - 4 years,Some college,Woman,united kingdom,1.19112,30969.12,0.0,30969.12
25-34,Computing or Tech,Incident manager,164000.0,100000.0,USD,US,California,San Francisco,5-7 years,5-7 years,College degree,Woman,united states,1.0,164000.0,100000.0,264000.0
25-34,Retail,General Manager,71000.0,10000.0,USD,United States,Minnesota,Minneapolis,8 - 10 years,8 - 10 years,Some college,Woman,united states,1.0,71000.0,10000.0,81000.0
25-34,Media & Digital,Post-Production Manager,85000.0,4000.0,USD,USA,Georgia,Atlanta ,5-7 years,5-7 years,Master's degree,Woman,united states,1.0,85000.0,4000.0,89000.0
25-34,Government and Public Administration,Supervisory Social Insurance Specialist ,94523.0,0.0,USD,United States,California,Richmond,5-7 years,2 - 4 years,College degree,Woman,united states,1.0,94523.0,0.0,0.0
25-34,Health care,Senior Data Analyst,105188.0,0.0,USD,United States,Minnesota,Minneapolis ,2 - 4 years,2 - 4 years,Master's degree,Woman,united states,1.0,105188.0,0.0,0.0
35-44,Health care,RN - Nurse Supervisor,86000.0,0.0,USD,United States,Pennsylvania,Harrisburg,5-7 years,2 - 4 years,College degree,Woman,united states,1.0,86000.0,0.0,0.0
25-34,Nonprofits,HMIS Administrator ,45000.0,6000.0,USD,United States ,Tennessee,Murfreesboro ,5-7 years,1 year or less,Master's degree,Woman,united states,1.0,45000.0,6000.0,51000.0
35-44,Computing or Tech,Project manager,125000.0,0.0,USD,United states,District of Columbia,Washington DC ,11 - 20 years,8 - 10 years,Master's degree,Woman,united states,1.0,125000.0,0.0,0.0
25-34,Government and Public Administration,Analyst,43000.0,1000.0,USD,United states ,Virginia,Tysons,5-7 years,2 - 4 years,Master's degree,Woman,united states,1.0,43000.0,1000.0,44000.0
35-44,Nonprofits,Development Manager,73000.0,0.0,USD,US,Washington,Seattle ,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,73000.0,0.0,0.0
25-34,Art & Design,Architect,80000.0,3000.0,USD,USA ,Florida,St. Petersburg ,8 - 10 years,5-7 years,Master's degree,Woman,united states,1.0,80000.0,3000.0,83000.0
35-44,Construction,Director,100000.0,30000.0,USD,United States,Texas,Houston,11 - 20 years,5-7 years,College degree,Woman,united states,1.0,100000.0,30000.0,130000.0
45-54,Art & Design,senior associate,100000.0,0.0,USD,USA,Minnesota,Minneapolis,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Woman,united states,1.0,100000.0,0.0,0.0
35-44,Computing or Tech,Director,119000.0,39420.0,GBP,UK,,Remote,11 - 20 years,11 - 20 years,College degree,Woman,united kingdom,1.19112,141743.28,46953.9504,188697.2304
25-34,Utilities & Telecommunications,Customer solutions advisor ,19750.0,0.0,GBP,Uk,,Sheffield,5-7 years,1 year or less,High School,Woman,united kingdom,1.19112,23524.62,0.0,0.0
25-34,Health care,Locum doctor,90000.0,0.0,GBP,"Northern Ireland, United Kingdom",,Belfast,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,united kingdom,1.19112,107200.8,0.0,107200.8
35-44,"Marketing, Advertising & PR",Client services director,53000.0,60000.0,USD,United States of America,Virginia,Alexandria,11 - 20 years,2 - 4 years,College degree,Woman,united states,1.0,53000.0,60000.0,113000.0
35-44,Recruitment or HR,HR Generalist,62500.0,0.0,USD,United States,Florida,Tallahassee,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,62500.0,0.0,62500.0
35-44,Education (Primary/Secondary),Director of arts ,57000.0,2000.0,USD,USA ,Illinois,Chicago,11 - 20 years,8 - 10 years,Master's degree,Woman,united states,1.0,57000.0,2000.0,59000.0
45-54,Retail,Controller,85000.0,0.0,USD,USA,Massachusetts,Raynham,31 - 40 years,31 - 40 years,College degree,Woman,united states,1.0,85000.0,0.0,0.0
25-34,Business or Consulting,Services Manager,130000.0,25000.0,USD,US,New York,NYC,5-7 years,5-7 years,College degree,Woman,united states,1.0,130000.0,25000.0,155000.0
